Date,Close,High,Open,Market Cap,Volume,Low
"Feb 02, 2017",0.145699,0.147974,0.147206,"7,360,300","2,973",0.134287
"Feb 01, 2017",0.147218,0.150287,0.147034,"7,351,700","4,496",0.140878
"Jan 31, 2017",0.147016,0.153791,0.153713,"7,685,650","17,416",0.144326
"Jan 30, 2017",0.153760,0.153760,0.141147,"7,057,350","9,285",0.140489
"Jan 29, 2017",0.141204,0.141860,0.138097,"6,904,850","11,695",0.132053
"Jan 28, 2017",0.134674,0.137387,0.130334,"6,516,700","7,066",0.125774
"Jan 27, 2017",0.130343,0.135296,0.129894,"6,494,700","9,238",0.128775
"Jan 26, 2017",0.133612,0.135711,0.124319,"6,215,950","7,694",0.120759
"Jan 25, 2017",0.124216,0.129256,0.120212,"6,010,600","6,427",0.115434
"Jan 24, 2017",0.120213,0.128569,0.128569,"6,428,450","7,139",0.113295
"Jan 23, 2017",0.129948,0.130461,0.114416,"5,720,800","7,175",0.111428
"Jan 22, 2017",0.114313,0.119379,0.116306,"5,815,300","6,468",0.109804
"Jan 21, 2017",0.116309,0.127853,0.117955,"5,897,750","15,335",0.114241
"Jan 20, 2017",0.117809,0.124276,0.116596,"5,829,800","16,255",0.111754
"Jan 19, 2017",0.116619,0.123948,0.123035,"6,151,750","14,984",0.116102
"Jan 18, 2017",0.123035,0.123035,0.116816,"5,840,800","7,457",0.115687
"Jan 17, 2017",0.116638,0.122525,0.119675,"5,983,750","7,960",0.114662
"Jan 16, 2017",0.119649,0.123958,0.123730,"6,186,500","5,112",0.118628
"Jan 15, 2017",0.123732,0.132022,0.122904,"6,145,200","6,954",0.117124
"Jan 14, 2017",0.122939,0.123940,0.121337,"6,066,850","9,262",0.116299
"Jan 13, 2017",0.121321,0.124342,0.124106,"6,205,300","50,365",0.113803
"Jan 12, 2017",0.124122,0.124128,0.115137,"5,756,850","59,945",0.109263
"Jan 11, 2017",0.115138,0.134950,0.133970,"6,698,500","120,522",0.112802
"Jan 10, 2017",0.133864,0.139550,0.123761,"6,188,050","126,915",0.123113
"Jan 09, 2017",0.123767,0.133670,0.132630,"6,631,500","90,000",0.117667
"Jan 08, 2017",0.132609,0.134773,0.128325,"6,416,250","69,033",0.127755
"Jan 07, 2017",0.131104,0.135759,0.135505,"6,775,250","53,818",0.125106
"Jan 06, 2017",0.135472,0.139018,0.131087,"6,554,350","54,666",0.131087
"Jan 05, 2017",0.131070,0.143977,0.136797,"6,839,850","206,224",0.126582
"Jan 04, 2017",0.136734,0.142834,0.140294,"7,014,700","94,045",0.134433
"Jan 03, 2017",0.140422,0.147282,0.145645,"7,282,250","90,544",0.139653
"Jan 02, 2017",0.145642,0.147746,0.141841,"7,092,050","75,921",0.141841
"Jan 01, 2017",0.141841,0.147274,0.144763,"7,238,150","63,512",0.139742
"Dec 31, 2016",0.144763,0.148837,0.147526,"7,376,300","61,000",0.142705
"Dec 30, 2016",0.147527,0.148070,0.143599,"7,179,950","69,464",0.136893
"Dec 29, 2016",0.140950,0.151915,0.150688,"7,534,400","100,992",0.140106
"Dec 28, 2016",0.150689,0.162041,0.158032,"7,901,600","118,030",0.145990
"Dec 27, 2016",0.158032,0.177395,0.166600,"8,330,000","265,268",0.153932
"Dec 26, 2016",0.166597,0.182563,0.146785,"7,339,250","579,250",0.141148
"Dec 25, 2016",0.146788,0.153788,0.144213,"7,210,650","239,670",0.141296
"Dec 24, 2016",0.146916,0.151804,0.139545,"6,977,250","132,934",0.136822
"Dec 23, 2016",0.137593,0.157925,0.155059,"7,752,950","187,645",0.131227
"Dec 22, 2016",0.155065,0.184986,0.166441,"8,322,050","544,880",0.147481
"Dec 21, 2016",0.167117,0.168983,0.120868,"6,043,400","635,204",0.118599
"Dec 20, 2016",0.120868,0.124127,0.121536,"6,076,800","73,913",0.115108
"Dec 19, 2016",0.121387,0.121812,0.115260,"5,763,000","55,326",0.106848
"Dec 18, 2016",0.115260,0.117273,0.105842,"5,292,100","37,746",0.101063
"Dec 17, 2016",0.105842,0.115568,0.114445,"5,722,250","62,650",0.101740
"Dec 16, 2016",0.114432,0.118707,0.109869,"5,493,450","49,515",0.109327
"Dec 15, 2016",0.109837,0.123902,0.121012,"6,050,600","38,086",0.109819
"Dec 14, 2016",0.121008,0.127930,0.127930,"6,396,500","50,948",0.120364
"Dec 13, 2016",0.127959,0.136888,0.133035,"6,651,750","30,845",0.125618
"Dec 12, 2016",0.129977,0.140238,0.122082,"6,104,100","57,019",0.122082
"Dec 11, 2016",0.122134,0.128221,0.125352,"6,267,600","41,967",0.120730
"Dec 10, 2016",0.125328,0.132206,0.130952,"6,547,600","37,027",0.124770
"Dec 09, 2016",0.130070,0.136923,0.134409,"6,720,450","54,783",0.129699
"Dec 08, 2016",0.134429,0.138971,0.137448,"6,872,400","31,065",0.134429
"Dec 07, 2016",0.137450,0.142794,0.136196,"6,809,800","51,152",0.134726
"Dec 06, 2016",0.136097,0.141810,0.138960,"6,948,000","54,376",0.135703
"Dec 05, 2016",0.141459,0.147270,0.147270,"7,363,500","71,656",0.138194
"Dec 04, 2016",0.147170,0.157052,0.142444,"7,122,200","109,462",0.142444
"Dec 03, 2016",0.142444,0.144054,0.141987,"7,099,350","121,437",0.136455
"Dec 02, 2016",0.141991,0.145737,0.140119,"7,005,950","69,742",0.138452
"Dec 01, 2016",0.140114,0.144846,0.144522,"7,226,100","62,769",0.138559
"Nov 30, 2016",0.144636,0.150848,0.149963,"7,498,150","63,418",0.140499
"Nov 29, 2016",0.149953,0.167909,0.167861,"8,393,050","121,979",0.141612
"Nov 28, 2016",0.167994,0.175046,0.173073,"8,653,650","92,873",0.166608
"Nov 27, 2016",0.173050,0.179557,0.174134,"8,706,700","34,618",0.173007
"Nov 26, 2016",0.174141,0.185637,0.174608,"8,730,400","53,456",0.173892
"Nov 25, 2016",0.174514,0.191663,0.171903,"8,595,150","148,809",0.171885
"Nov 24, 2016",0.171955,0.186579,0.167006,"8,350,300","252,878",0.165703
"Nov 23, 2016",0.167085,0.172495,0.168883,"8,444,150","18,866",0.166940
"Nov 22, 2016",0.168892,0.174220,0.173474,"8,673,700","30,457",0.167397
"Nov 21, 2016",0.173476,0.174966,0.171000,"8,550,000","13,977",0.169408
"Nov 20, 2016",0.170999,0.171309,0.169929,"8,496,450","6,888",0.161549
"Nov 19, 2016",0.169928,0.176490,0.172135,"8,606,750","20,977",0.168427
"Nov 18, 2016",0.172177,0.196769,0.173267,"8,663,350","170,258",0.169420
"Nov 17, 2016",0.173280,0.177109,0.162654,"8,132,700","115,600",0.162560
"Nov 16, 2016",0.162529,0.177754,0.173875,"8,693,750","52,767",0.153992
"Nov 15, 2016",0.173875,0.183864,0.183863,"9,193,150","58,217",0.172835
"Nov 14, 2016",0.183786,0.196291,0.170347,"8,517,350","161,342",0.168508
"Nov 13, 2016",0.169917,0.172853,0.168699,"8,434,950","47,661",0.163703
"Nov 12, 2016",0.168695,0.179612,0.172603,"8,630,150","38,920",0.166288
"Nov 11, 2016",0.176226,0.181036,0.168293,"8,414,650","92,296",0.165815
"Nov 10, 2016",0.168272,0.179854,0.159342,"7,967,100","226,859",0.154536
"Nov 09, 2016",0.159859,0.166946,0.161599,"8,079,950","51,101",0.156541
"Nov 08, 2016",0.161594,0.173376,0.173073,"8,653,650","64,487",0.160523
"Nov 07, 2016",0.173087,0.174019,0.163957,"8,197,850","264,007",0.143322
"Nov 06, 2016",0.164002,0.168170,0.160800,"8,040,000","52,679",0.156750
"Nov 05, 2016",0.160797,0.181375,0.175934,"8,796,700","165,265",0.156657
"Nov 04, 2016",0.175917,0.183584,0.173574,"8,678,700","123,337",0.168351
"Nov 03, 2016",0.173534,0.198170,0.197962,"9,898,100","265,799",0.155788
"Nov 02, 2016",0.197941,0.219169,0.214646,"10,732,300","242,163",0.191732
"Nov 01, 2016",0.211322,0.239149,0.228232,"11,411,600","411,699",0.204285
"Oct 31, 2016",0.228251,0.229291,0.181610,"9,080,500","917,488",0.177568
"Oct 30, 2016",0.181026,0.183820,0.172946,"8,647,300","377,793",0.170264
"Oct 29, 2016",0.170166,0.176248,0.151237,"7,561,850","714,101",0.151237
"Oct 28, 2016",0.151552,0.159842,0.127447,"6,372,350","545,958",0.123780
"Oct 27, 2016",0.127426,0.140409,0.129608,"6,480,400","169,528",0.124055
"Oct 26, 2016",0.129615,0.169630,0.135700,"6,785,000","494,772",0.121312
"Oct 25, 2016",0.135712,0.322439,0.093621,-,"365,986",0.092699
"Oct 24, 2016",0.093762,0.100103,0.081000,-,"522,611",0.076476
"Oct 23, 2016",0.082726,0.085211,0.081487,-,"107,073",0.076681
"Oct 22, 2016",0.081484,0.096001,0.080197,-,"293,121",0.080013
"Oct 21, 2016",0.080181,0.093918,0.092487,-,"269,793",0.072287
"Oct 20, 2016",0.092682,0.117172,0.117083,-,"286,750",0.085342
"Oct 19, 2016",0.117084,0.205554,0.197446,-,"228,476",0.111325
"Oct 18, 2016",0.197440,0.289527,0.192736,-,"406,917",0.179325
"Oct 17, 2016",0.192747,0.192747,0.175871,-,"12,989",0.175284
"Oct 16, 2016",0.175901,0.190690,0.179883,-,"16,019",0.175885
"Oct 15, 2016",0.179885,0.191007,0.191007,-,596,0.179885
"Oct 14, 2016",0.191014,0.191090,0.185400,-,"2,335",0.176211
"Oct 13, 2016",0.185407,0.186072,0.186072,-,"1,318",0.175498
"Oct 12, 2016",0.186052,0.193611,0.193611,-,"12,201",0.175684
"Oct 11, 2016",0.193575,0.195352,0.193114,-,"5,949",0.181615
"Oct 10, 2016",0.193108,0.202517,0.186466,-,"11,204",0.180081
"Oct 09, 2016",0.186541,0.205045,0.205045,-,"30,052",0.178857
"Oct 08, 2016",0.205229,0.223037,0.202812,-,"31,830",0.185864
"Oct 07, 2016",0.202840,0.202840,0.179898,-,"5,785",0.179898
"Oct 06, 2016",0.180059,0.291334,0.289361,-,"2,612",0.180059
"Oct 05, 2016",0.289392,0.289548,0.185765,-,"1,864",0.179917
"Oct 04, 2016",0.185843,0.185843,0.178659,-,506,0.178659
"Oct 03, 2016",0.178713,0.192425,0.177613,-,913,0.177613
"Oct 02, 2016",0.177279,0.202303,0.202302,-,"4,178",0.177092
"Oct 01, 2016",0.202293,0.216455,0.184979,-,"2,748",0.184979
"Sep 30, 2016",0.184939,0.194601,0.191685,-,"2,032",0.180176
"Sep 29, 2016",0.191738,0.208155,0.194845,-,"11,050",0.175516
"Sep 28, 2016",0.194798,0.212750,0.197915,-,"6,354",0.184495
"Sep 27, 2016",0.197913,0.202473,0.202473,-,"19,806",0.179976
"Sep 26, 2016",0.202491,0.224506,0.199118,-,"9,657",0.193879
"Sep 25, 2016",0.198994,0.224547,0.213843,-,"3,075",0.192797
"Sep 24, 2016",0.213843,0.254850,0.243321,-,"21,740",0.213843
"Sep 23, 2016",0.243237,0.277371,0.252745,-,"16,845",0.241462
"Sep 22, 2016",0.252723,0.308768,0.303806,-,"54,002",0.252592
"Sep 21, 2016",0.303794,0.318675,0.312539,-,156,0.303564
"Sep 20, 2016",0.312621,0.336507,0.331291,-,"1,171",0.309502
"Sep 19, 2016",0.331296,0.384881,0.384877,-,"1,448",0.331207
"Sep 18, 2016",0.384916,0.427137,0.426591,-,"105,159",0.384916
"Sep 17, 2016",0.426568,0.427314,0.388924,-,"21,060",0.388896
"Sep 16, 2016",0.388858,0.389464,0.349726,-,"15,105",0.348948
"Sep 15, 2016",0.349832,0.365124,0.325188,-,"1,982",0.325024
"Sep 14, 2016",0.325127,0.337779,0.309516,-,"4,129",0.306223
"Sep 13, 2016",0.309509,0.375092,0.374469,-,"3,337",0.301766
"Sep 12, 2016",0.374598,0.376671,0.376312,-,"1,116",0.360443
"Sep 11, 2016",0.376150,0.398459,0.390948,-,879,0.372790
"Sep 10, 2016",0.391001,0.559143,0.558536,-,811,0.370960
"Sep 09, 2016",0.558478,0.558951,0.181483,-,"1,349",0.181357
