Date,Low,High,Close,Open,Market Cap,Volume
"Dec 09, 2017",13674.90,16783.00,15178.20,16523.30,"276,415,000,000","13,911,300,000"
"Dec 08, 2017",14336.90,18353.40,16569.40,17802.90,"297,787,000,000","21,136,000,000"
"Dec 07, 2017",14057.30,17899.70,17899.70,14266.10,"238,600,000,000","17,950,700,000"
"Dec 06, 2017",11923.40,14369.10,14291.50,11923.40,"199,390,000,000","12,656,300,000"
"Dec 05, 2017",11604.60,12032.00,11916.70,11685.70,"195,389,000,000","6,895,260,000"
"Dec 04, 2017",11081.80,11657.20,11657.20,11315.40,"189,172,000,000","6,132,410,000"
"Dec 03, 2017",10862.00,11858.70,11323.20,11082.70,"185,258,000,000","6,608,310,000"
"Dec 02, 2017",10905.10,11320.20,11074.60,10978.30,"183,490,000,000","5,138,500,000"
"Dec 01, 2017",9694.65,11046.70,10975.60,10198.60,"170,436,000,000","6,783,120,000"
"Nov 30, 2017",9202.05,10801.00,10233.60,9906.79,"165,537,000,000","8,310,690,000"
"Nov 29, 2017",9601.03,11517.40,9888.61,10077.40,"168,367,000,000","11,568,800,000"
"Nov 28, 2017",9736.30,10125.70,10058.80,9823.43,"164,104,000,000","6,348,820,000"
"Nov 27, 2017",9352.72,9818.35,9818.35,9352.72,"156,221,000,000","5,653,320,000"
"Nov 26, 2017",8775.59,9522.93,9330.55,8789.04,"146,789,000,000","5,475,580,000"
"Nov 25, 2017",8191.15,8790.92,8790.92,8241.71,"137,632,000,000","4,342,060,000"
"Nov 24, 2017",7940.93,8374.16,8253.69,8074.02,"134,816,000,000","5,058,610,000"
"Nov 23, 2017",8038.77,8267.40,8038.77,8232.38,"137,444,000,000","4,225,180,000"
"Nov 22, 2017",8075.47,8302.26,8253.55,8077.95,"134,851,000,000","3,633,530,000"
"Nov 21, 2017",7762.71,8348.66,8071.26,8205.74,"136,967,000,000","4,277,610,000"
"Nov 20, 2017",7949.36,8336.86,8200.64,8039.07,"134,167,000,000","3,488,450,000"
"Nov 19, 2017",7694.10,8101.91,8036.49,7766.03,"129,595,000,000","3,149,320,000"
"Nov 18, 2017",7463.44,7884.99,7790.15,7697.21,"128,425,000,000","3,667,190,000"
"Nov 17, 2017",7561.09,8004.59,7708.99,7853.57,"131,026,000,000","4,651,670,000"
"Nov 16, 2017",7176.58,7967.38,7871.69,7323.24,"122,164,000,000","5,123,810,000"
"Nov 15, 2017",6634.76,7342.25,7315.54,6634.76,"110,667,000,000","4,200,880,000"
"Nov 14, 2017",6461.75,6764.98,6635.75,6561.48,"109,434,000,000","3,197,110,000"
"Nov 13, 2017",5844.29,6811.19,6559.49,5938.25,"99,029,000,000","6,263,250,000"
"Nov 12, 2017",5519.01,6625.05,5950.07,6295.45,"104,980,000,000","8,957,350,000"
"Nov 11, 2017",6204.22,6873.15,6357.60,6618.61,"110,362,000,000","4,908,680,000"
"Nov 10, 2017",6436.87,7312.00,6618.14,7173.73,"119,607,000,000","5,208,250,000"
"Nov 09, 2017",7101.52,7446.83,7143.58,7446.83,"124,146,000,000","3,226,250,000"
"Nov 08, 2017",7114.02,7776.42,7459.69,7141.38,"119,041,000,000","4,602,200,000"
"Nov 07, 2017",7023.10,7253.32,7144.38,7023.10,"117,056,000,000","2,326,340,000"
"Nov 06, 2017",7007.31,7445.77,7022.76,7403.22,"123,379,000,000","3,111,900,000"
"Nov 05, 2017",7333.19,7617.48,7407.41,7404.52,"123,388,000,000","2,380,410,000"
"Nov 04, 2017",7031.28,7492.86,7379.95,7164.48,"119,376,000,000","2,483,800,000"
"Nov 03, 2017",7002.94,7461.29,7207.76,7087.53,"118,084,000,000","3,369,860,000"
"Nov 02, 2017",6758.72,7367.33,7078.50,6777.77,"112,910,000,000","4,653,770,000"
"Nov 01, 2017",6377.88,6767.31,6767.31,6440.97,"107,287,000,000","2,870,320,000"
"Oct 31, 2017",6103.33,6470.43,6468.40,6132.02,"102,130,000,000","2,311,380,000"
"Oct 30, 2017",6040.85,6214.99,6130.53,6114.85,"101,833,000,000","1,772,150,000"
"Oct 29, 2017",5724.58,6255.71,6153.85,5754.44,"95,819,800,000","2,859,040,000"
"Oct 28, 2017",5689.19,5876.72,5753.09,5787.82,"96,369,600,000","1,403,920,000"
"Oct 27, 2017",5728.82,5988.39,5780.90,5899.74,"98,225,400,000","1,710,130,000"
"Oct 26, 2017",5721.22,5976.80,5904.83,5747.95,"95,685,100,000","1,905,040,000"
"Oct 25, 2017",5397.88,5754.33,5750.80,5524.60,"91,954,200,000","1,966,990,000"
"Oct 24, 2017",5504.18,5935.52,5526.64,5935.52,"98,781,600,000","2,735,700,000"
"Oct 23, 2017",5732.47,6075.59,5930.32,6006.00,"99,941,600,000","2,401,840,000"
"Oct 22, 2017",5792.34,6076.26,6008.42,6036.66,"100,438,000,000","2,034,630,000"
"Oct 21, 2017",5965.07,6194.88,6031.60,5996.79,"99,763,200,000","2,207,100,000"
"Oct 20, 2017",5627.23,6060.11,6011.45,5708.11,"94,947,900,000","2,354,430,000"
"Oct 19, 2017",5531.06,5744.35,5708.52,5583.74,"92,867,000,000","1,780,540,000"
"Oct 18, 2017",5151.44,5603.82,5590.69,5603.82,"93,190,200,000","2,399,270,000"
"Oct 17, 2017",5472.72,5800.35,5605.51,5741.58,"95,469,300,000","1,821,570,000"
"Oct 16, 2017",5544.21,5776.23,5725.59,5687.57,"94,559,000,000","2,008,070,000"
"Oct 15, 2017",5478.61,5852.48,5678.19,5835.96,"97,011,900,000","1,976,040,000"
"Oct 14, 2017",5591.64,5837.70,5831.79,5643.53,"93,803,000,000","1,669,030,000"
"Oct 13, 2017",5436.85,5840.30,5647.21,5464.16,"90,812,400,000","3,615,480,000"
"Oct 12, 2017",4822.00,5446.91,5446.91,4829.58,"80,256,700,000","2,791,610,000"
"Oct 11, 2017",4751.63,4873.73,4826.48,4789.25,"79,578,200,000","1,222,280,000"
"Oct 10, 2017",4765.10,4922.17,4781.99,4776.21,"79,351,800,000","1,597,140,000"
"Oct 09, 2017",4564.25,4878.71,4772.02,4614.52,"76,656,500,000","1,968,740,000"
"Oct 08, 2017",4405.64,4624.14,4610.48,4429.67,"73,575,400,000","1,313,870,000"
"Oct 07, 2017",4321.05,4443.88,4426.89,4369.35,"72,565,100,000","906,928,000"
"Oct 06, 2017",4320.53,4413.27,4370.81,4324.46,"71,810,600,000","1,069,940,000"
"Oct 05, 2017",4164.05,4362.64,4328.41,4229.88,"70,233,700,000","1,161,770,000"
"Oct 04, 2017",4210.42,4352.31,4229.36,4319.37,"71,712,500,000","1,116,770,000"
"Oct 03, 2017",4258.89,4432.47,4317.48,4408.46,"73,181,300,000","1,288,020,000"
"Oct 02, 2017",4377.46,4470.23,4409.32,4395.81,"72,963,200,000","1,431,730,000"
"Oct 01, 2017",4269.81,4403.74,4403.74,4341.05,"72,047,300,000","1,208,210,000"
"Sep 30, 2017",4160.86,4358.43,4338.71,4166.11,"69,136,600,000","1,207,450,000"
"Sep 29, 2017",4039.29,4214.63,4163.07,4171.62,"69,219,200,000","1,367,050,000"
"Sep 28, 2017",4109.70,4279.31,4174.73,4197.13,"69,633,200,000","1,712,320,000"
"Sep 27, 2017",3884.82,4210.05,4200.67,3892.94,"64,579,200,000","1,686,880,000"
"Sep 26, 2017",3869.90,3969.89,3892.35,3928.41,"65,161,000,000","1,043,740,000"
"Sep 25, 2017",3681.58,3950.25,3926.07,3681.58,"61,061,100,000","1,374,210,000"
"Sep 24, 2017",3666.90,3796.15,3682.84,3796.15,"62,954,300,000","768,015,000"
"Sep 23, 2017",3594.58,3819.21,3792.40,3629.92,"60,190,000,000","928,114,000"
"Sep 22, 2017",3553.53,3758.27,3630.70,3628.02,"60,152,300,000","1,194,830,000"
"Sep 21, 2017",3613.63,3916.42,3631.04,3901.47,"64,677,600,000","1,411,480,000"
"Sep 20, 2017",3857.73,4031.39,3905.95,3916.36,"64,918,500,000","1,213,830,000"
"Sep 19, 2017",3868.87,4094.07,3924.97,4073.79,"67,520,300,000","1,563,980,000"
"Sep 18, 2017",3591.09,4079.23,4065.20,3591.09,"59,514,100,000","1,943,210,000"
"Sep 17, 2017",3445.64,3664.81,3582.88,3606.28,"59,757,800,000","1,239,150,000"
"Sep 16, 2017",3487.79,3808.84,3625.04,3637.75,"60,271,600,000","1,818,400,000"
"Sep 15, 2017",2946.62,3733.45,3637.52,3166.30,"52,453,500,000","4,148,070,000"
"Sep 14, 2017",3153.86,3920.60,3154.95,3875.37,"64,191,600,000","2,716,310,000"
"Sep 13, 2017",3789.92,4131.98,3882.59,4131.98,"68,432,200,000","2,219,410,000"
"Sep 12, 2017",4085.22,4344.65,4130.81,4168.88,"69,033,400,000","1,864,530,000"
"Sep 11, 2017",4099.40,4261.67,4161.27,4122.47,"68,256,000,000","1,557,330,000"
"Sep 10, 2017",3951.04,4245.44,4122.94,4229.34,"70,018,100,000","1,679,090,000"
"Sep 09, 2017",4114.11,4308.82,4226.06,4229.81,"70,017,200,000","1,386,230,000"
"Sep 08, 2017",4075.18,4661.00,4228.75,4605.16,"76,220,200,000","2,700,890,000"
"Sep 07, 2017",4491.33,4655.04,4599.88,4589.14,"75,945,000,000","1,844,620,000"
"Sep 06, 2017",4376.59,4617.25,4597.12,4376.59,"72,418,700,000","2,172,100,000"
"Sep 05, 2017",3998.11,4427.84,4376.53,4228.29,"69,954,400,000","2,697,970,000"
"Sep 04, 2017",4108.40,4591.63,4236.31,4591.63,"75,955,500,000","2,987,330,000"
"Sep 03, 2017",4417.59,4714.08,4582.96,4585.27,"75,841,700,000","1,933,190,000"
"Sep 02, 2017",4469.24,4975.04,4578.77,4901.42,"81,060,600,000","2,722,140,000"
"Sep 01, 2017",4678.53,4892.01,4892.01,4701.76,"77,748,400,000","2,599,080,000"
"Aug 31, 2017",4549.40,4736.05,4703.39,4555.59,"75,322,300,000","1,944,930,000"
"Aug 30, 2017",4471.41,4626.52,4565.30,4570.36,"75,556,600,000","1,937,850,000"
"Aug 29, 2017",4352.13,4625.68,4579.02,4389.21,"72,553,800,000","2,486,080,000"
"Aug 28, 2017",4224.64,4403.93,4382.66,4384.45,"72,467,900,000","1,959,330,000"
"Aug 27, 2017",4317.29,4416.59,4382.88,4345.10,"71,809,200,000","1,537,460,000"
"Aug 26, 2017",4269.52,4379.28,4352.40,4372.06,"72,249,100,000","1,511,610,000"
"Aug 25, 2017",4307.35,4455.70,4371.60,4332.82,"71,595,100,000","1,727,970,000"
"Aug 24, 2017",4130.26,4376.39,4334.68,4137.60,"68,363,900,000","2,037,750,000"
"Aug 23, 2017",4078.41,4255.78,4151.52,4089.01,"67,553,000,000","2,369,820,000"
"Aug 22, 2017",3674.58,4128.76,4100.52,3998.35,"66,051,000,000","3,764,240,000"
"Aug 21, 2017",3988.60,4109.14,4001.74,4090.48,"67,567,100,000","2,800,890,000"
"Aug 20, 2017",4069.88,4196.29,4087.66,4189.31,"69,192,700,000","2,109,770,000"
"Aug 19, 2017",3970.55,4243.26,4193.70,4137.75,"68,333,100,000","2,975,820,000"
"Aug 18, 2017",4015.40,4370.13,4160.62,4324.34,"71,406,500,000","2,941,710,000"
"Aug 17, 2017",4243.71,4484.70,4331.69,4384.44,"72,389,100,000","2,553,360,000"
"Aug 16, 2017",3994.42,4381.23,4376.63,4200.34,"69,342,700,000","2,272,040,000"
"Aug 15, 2017",3906.18,4455.97,4181.93,4326.99,"71,425,500,000","3,258,050,000"
"Aug 14, 2017",3989.16,4325.13,4325.13,4066.10,"67,112,300,000","2,463,090,000"
"Aug 13, 2017",3857.80,4208.39,4073.26,3880.04,"64,034,100,000","3,159,090,000"
"Aug 12, 2017",3613.70,3949.92,3884.71,3650.63,"60,242,100,000","2,219,590,000"
"Aug 11, 2017",3372.12,3679.72,3650.62,3373.82,"55,668,000,000","2,021,190,000"
"Aug 10, 2017",3319.47,3453.45,3381.28,3341.84,"55,134,700,000","1,515,110,000"
"Aug 09, 2017",3247.67,3422.76,3342.47,3420.40,"56,424,900,000","1,468,960,000"
"Aug 08, 2017",3345.83,3484.85,3419.94,3370.22,"55,590,300,000","1,752,760,000"
"Aug 07, 2017",3180.89,3397.68,3378.94,3212.78,"52,987,300,000","1,482,280,000"
"Aug 06, 2017",3155.60,3293.29,3213.94,3257.61,"53,720,900,000","1,105,030,000"
"Aug 05, 2017",2874.83,3290.01,3252.91,2897.63,"47,778,200,000","1,945,700,000"
"Aug 04, 2017",2743.72,2899.33,2895.89,2806.93,"46,276,200,000","1,002,120,000"
"Aug 03, 2017",2685.14,2813.31,2804.73,2709.56,"44,666,400,000","804,797,000"
"Aug 02, 2017",2668.59,2762.53,2710.67,2727.13,"44,950,800,000","1,094,950,000"
"Aug 01, 2017",2685.61,2921.35,2718.26,2871.30,"47,321,800,000","1,324,670,000"
"Jul 31, 2017",2720.61,2889.62,2875.34,2763.24,"45,535,800,000","860,575,000"
"Jul 30, 2017",2644.85,2758.53,2757.18,2724.39,"44,890,700,000","705,943,000"
"Jul 29, 2017",2692.80,2808.76,2726.45,2807.02,"46,246,700,000","803,746,000"
"Jul 28, 2017",2679.73,2897.45,2809.01,2679.73,"44,144,400,000","1,380,100,000"
"Jul 27, 2017",2529.34,2693.32,2671.78,2538.71,"41,816,500,000","789,104,000"
"Jul 26, 2017",2450.80,2610.76,2529.45,2577.77,"42,455,000,000","937,404,000"
"Jul 25, 2017",2480.96,2768.08,2576.48,2757.50,"45,410,100,000","1,460,090,000"
"Jul 24, 2017",2699.19,2777.26,2754.86,2732.70,"44,995,600,000","866,474,000"
"Jul 23, 2017",2653.94,2832.18,2730.40,2808.10,"46,231,100,000","1,072,840,000"
"Jul 22, 2017",2657.71,2862.42,2810.12,2668.63,"43,929,600,000","1,177,130,000"
"Jul 21, 2017",2621.85,2838.41,2667.76,2838.41,"46,719,000,000","1,489,450,000"
"Jul 20, 2017",2269.89,2900.70,2817.60,2269.89,"37,356,800,000","2,249,260,000"
"Jul 19, 2017",2260.23,2397.17,2273.43,2323.08,"38,227,800,000","1,245,100,000"
"Jul 18, 2017",2164.77,2387.61,2318.88,2233.52,"36,749,400,000","1,512,450,000"
"Jul 17, 2017",1932.62,2230.49,2228.41,1932.62,"31,795,000,000","1,201,760,000"
"Jul 16, 2017",1843.03,2058.77,1929.82,1991.98,"32,767,600,000","1,182,870,000"
"Jul 15, 2017",1990.41,2231.14,1998.86,2230.12,"36,681,300,000","993,608,000"
"Jul 14, 2017",2183.22,2363.25,2233.34,2360.59,"38,823,100,000","882,503,000"
"Jul 13, 2017",2340.83,2425.22,2357.90,2402.70,"39,511,000,000","835,770,000"
"Jul 12, 2017",2275.14,2423.71,2398.84,2332.77,"38,355,900,000","1,117,410,000"
"Jul 11, 2017",2296.81,2413.47,2337.79,2385.89,"39,224,200,000","1,329,760,000"
"Jul 10, 2017",2321.13,2537.16,2372.56,2525.25,"41,509,000,000","1,111,200,000"
"Jul 09, 2017",2517.59,2635.49,2518.44,2572.61,"42,283,200,000","527,856,000"
"Jul 08, 2017",2492.31,2571.34,2571.34,2520.27,"41,417,700,000","733,330,000"
"Jul 07, 2017",2498.87,2916.14,2518.66,2608.59,"42,864,200,000","917,412,000"
"Jul 06, 2017",2581.69,2616.72,2608.56,2608.10,"42,851,400,000","761,957,000"
